id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
2141,3.57476,6.19792,5.53269,0.833674,0.329116,93.7729,169.36
2030,2.65203,12.2644,12.5139,1.73795,0.841609,380.405,1959.67
1110,2.96556,11.3328,13.1585,0.683024,0.373775,1467.93,2278.36
1106,1.39933,8.71696,22.2375,0.53593,0.581381,3579.62,10996.7
722,3.4552,11.3328,7.3969,0.96587,0.542523,130.526,404.715
1245,3.21675,12.2644,12.5621,1.73795,1,1916.77,1982.37
966,4.42244,11.3328,11.6875,0.96587,0.373775,1565.61,1596.47
564,2.65203,12.2644,12.5139,1.73795,0.619809,328.028,1959.67
999,3.17255,13.0397,12.411,1.08199,0.51697,1881.98,1911.69
1913,3.17255,13.0397,9.74333,1.08199,0.820234,48.2137,924.96
237,3.17255,13.0397,9.15695,0.620527,0.820234,734.812,767.807
659,3.17255,11.0803,9.15695,1.08199,0.820234,219.639,767.807
1899,3.10087,12.7451,12.1306,1.05754,0.576088,1384.07,1785.02
875,3.17255,13.0397,12.411,1.08199,0.820234,1583.34,1911.69
1339,3.99933,10.2579,11.4201,0.896494,0.820234,1254.7,1489.38
1947,2.44542,10.051,9.56644,1.16787,0.36444,853.126,875.49
57,1.65403,8.71696,18.1988,1.04825,0.581381,5637.42,6027.37
346,1.65403,8.71696,18.1988,1.04825,0.581381,4710.92,6027.37
1001,5.75128,10.2579,11.303,0.649783,0.889569,832.26,1444.04
640,1.65403,8.71696,18.1988,1.39136,0.581381,4848.46,6027.37
309,3.99558,10.2579,9.15695,1.08199,0.820234,168.082,767.807
478,2.96556,11.3328,9.61121,0.96587,0.373775,827.115,887.838
717,1.6814,6.53474,9.61121,0.96587,0.497208,787.174,887.838
744,2.57047,12.2644,9.57841,1.73795,1,378.389,878.78
114,2.96556,11.3328,9.61121,0.96587,0.373775,822.745,887.838
1573,2.96556,11.1351,9.61121,0.96587,0.373775,781.379,887.838
1000,4.63836,12.3964,12.5139,1.73795,0.8012,1676.21,1959.67
920,5.91645,10.2579,9.15695,1.08199,0.820234,360.297,767.807
718,3.34455,12.3964,12.5139,1.01112,0.694324,1886.76,1959.67
461,5.75128,10.2579,9.15695,1.14352,0.889569,566.056,767.807
1289,3.37413,11.3328,9.61121,0.96587,0.373775,761.455,887.838
54,1.6814,6.61143,9.61121,0.96587,0.497208,876.551,887.838
1698,4.63836,12.3964,12.5139,1.35443,0.919292,1560.41,1959.67
366,3.17255,13.0397,9.74333,1.08199,0.820234,301.871,924.96
1244,2.57047,6.95691,8.45044,1.73795,1,520.613,603.445
952,1.33313,8.71696,26.2824,0.736509,0.581381,16792.1,18155
1403,5.91645,10.2579,10.9693,1.08199,0.820234,1109.31,1319.9
1342,2.96556,11.3328,9.61121,1.06485,0.373775,867.597,887.838
136,2.57047,12.2644,12.5621,1.73795,1,1654.32,1982.37
700,4.41714,12.3964,12.5139,1.01112,0.694324,1773.26,1959.67
1907,3.32451,19.4044,16.4996,1.09854,0.765501,3507.45,4491.76
997,3.97954,15.8622,18.1233,1.18181,0.452012,163.649,5952.63
611,2.96556,11.3328,9.61121,0.96587,0.373775,759.492,887.838
505,4.86822,19.4044,15.6355,1.44572,0.663695,3601.53,3822.36
376,3.34455,11.9956,12.5139,0.609697,0.694324,1814.42,1959.67
566,3.99558,10.2579,9.15695,1.08199,0.820234,723.675,767.807
1279,3.99558,10.2579,9.15695,1.08199,0.678238,222.595,767.807
1600,0.848004,5.23356,9.61121,0.96587,0.376618,883.8,887.838
592,3.32451,19.4044,16.4996,2.00154,0.765501,3072.86,4491.76
537,2.06811,12.2644,8.44146,1.73795,0.619809,499.632,601.524
1261,3.32451,19.4044,16.4996,2.12464,0.765501,4183.67,4491.76
1885,2.16864,8.28738,7.02843,0.706316,0.273332,181.334,347.197
1243,4.86822,19.4044,15.6355,1.44572,0.552952,2259.02,3822.36
824,3.32451,19.4044,16.4996,1.34572,0.765501,4188.68,4491.76
104,2.82633,14.6642,9.61121,0.509662,0.373775,415.863,887.838
