id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
132,2.47621,8.07499,8.77838,0.937698,0.661439,484.126,676.462
95,2.59872,16.7397,7.80112,0.942252,0.522593,390.314,474.756
123,2.82023,17.889,11.201,1.24866,0.748878,40.821,1405.32
134,2.92007,18.0834,10.3519,0.973522,0.779999,1068.43,1109.32
102,1.64861,20.0281,12.7777,0.898893,0.705998,1897.82,2086.2
131,2.82633,14.6642,8.3819,0.96587,0.373775,474.014,588.881
87,2.65203,12.2644,12.5139,1.73795,0.820234,1556.08,1959.67
13,3.20123,13.0397,9.15695,1.08199,0.820234,143.075,767.807
66,2.83718,19.4044,9.39785,1.05549,0.663695,662,830.015
168,2.62936,17.3054,12.6879,1.00416,1,2031.61,2042.54
24,3.17255,13.0397,9.15695,1.08199,0.919357,687.732,767.807
64,4.35271,10.848,8.27308,0.905725,0.932597,250.691,566.242
57,3.32451,19.4044,10.9062,1.50587,0.663695,1163.3,1297.22
109,3.26984,20.0281,12.7777,0.984656,0.723886,2049.9,2086.2
45,4.34214,6.75444,9.15695,1.08199,0.919357,632.539,767.807
105,2.82633,14.6642,9.61121,0.96587,0.373775,793.581,887.838
127,3.01681,13.7201,9.15695,0.950916,0.896447,141.643,767.807
1,3.17255,13.0397,9.15695,1.08199,0.820234,310.236,767.807
38,4.35271,15.419,6.84444,0.905725,0.932597,118.813,320.637
61,2.89106,18.6228,8.24144,1.04825,0.581381,439.483,559.769
122,2.84718,18.06,11.3081,1.26059,0.756034,1331.43,1445.99
159,4.35271,15.419,8.27308,0.905725,0.932597,307.967,566.242
8,2.83718,11.6786,9.39785,1.05549,0.910334,783.059,830.015
103,1.64861,14.1701,12.7777,0.516979,0.705998,1741.75,2086.2
80,3.01681,17.9316,8.62769,0.950916,0.896447,556.404,642.219
116,1.48106,11.6786,9.39785,0.614472,0.910334,813.61,830.015
10,2.62936,17.3054,12.6216,1.00416,1,1789.36,2010.7
117,3.32451,19.4044,10.9062,1.50587,0.663695,1163.97,1297.22
9,2.0715,14.6642,9.61121,0.494105,0.452841,851.341,887.838
138,3.01681,14.1059,9.15695,0.950916,0.896447,654.512,767.807
79,1.84377,18.0834,8.48111,0.973522,0.779999,534.483,610.04
29,2.47574,14.4504,8.12176,1.12142,0.49425,316.665,535.735
34,2.84718,18.06,11.9032,0.998806,0.756034,1337.37,1686.5
5,2.82633,14.6642,8.3819,0.96587,0.728269,495.425,588.881
15,2.89106,18.6228,8.6787,1.04825,0.581381,606.989,653.678
