id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
2,1.88518,17.2722,7.12502,0.71142,0.585724,136.155,361.708
44,4.36092,13.0397,9.15695,1.08199,0.820234,691.631,767.807
52,2.77076,20.0789,8.35145,1.02006,1,497.855,582.486
90,2.89106,18.6228,8.6787,1.04825,0.581381,487.48,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,345.129,401.208
75,2.84718,18.06,8.87625,1.13466,0.757903,559.066,699.34
105,2.84718,18.06,8.87625,1.0336,0.757903,626.516,699.34
60,3.05752,19.2208,8.09506,0.912372,0.677264,420.707,530.469
92,3.00766,13.0925,8.19613,0.606234,0.697295,548.537,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,525.743,588.881
51,1.52852,20.3191,8.3819,0.836918,0.689048,551.686,588.881
63,2.83718,19.4044,8.44824,1.05549,0.802335,80.0024,602.975
72,2.77076,20.0789,8.35145,1.02006,0.780762,309.473,582.486
96,1.32312,21.6412,7.25558,0.836081,0.548914,67.7665,381.959
50,2.79083,18.6228,8.20902,1.04825,1,459.555,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,653.062,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,523.73,602.975
109,3.26984,20.0281,12.7777,0.984656,0.723886,1824.09,2086.2
57,3.01681,20.9203,9.15695,1.08199,0.896447,707.435,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,658.84,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,501.45,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,451.161,566.242
120,2.35494,18.8015,12.3545,1.02006,0.571514,854.424,1885.7
77,2.90577,19.2208,8.09506,0.59882,0.677264,255.029,530.469
65,2.35494,20.0789,12.3545,1.02006,0.571514,1291.79,1885.7
112,2.92007,16.2256,7.66888,0.973522,0.779999,364.547,451.02
115,2.83718,19.4044,8.44824,1.05549,0.663695,538.447,602.975
61,2.79083,18.6228,8.20902,1.04825,0.772264,164.362,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,653.463,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,512.815,667.218
118,2.89106,18.6228,8.6787,1.04825,0.581381,548.958,653.678
70,3.00766,19.0906,8.19613,0.9774,0.697295,527.657,550.588
119,3.85316,20.0789,6.4163,0.573519,0.780762,40.026,264.153
64,2.82633,20.3191,8.3819,0.96587,0.689048,579.527,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,481.638,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,390.298,417.871
110,4.04497,19.4558,8.44824,1.05549,0.802335,153.752,602.975
68,2.83718,19.955,8.44824,1.05549,0.802335,476.981,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,539.325,566.242
