id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
65,2.67435,17.8456,7.8664,1.0045,0.740032,449.053,486.775
75,1.85139,11.6278,5.02395,0.645925,0.228288,104.84,126.805
55,2.83055,17.7939,7.49412,0.949561,0.626987,419.222,420.883
77,2.92007,21.3764,7.66888,0.973522,0.745606,411.485,451.02
62,3.05096,20.8909,7.37547,0.905748,0.801977,361.2,401.208
61,2.79083,18.6228,8.20902,1.04825,0.772264,525.203,553.189
60,2.77076,20.0789,8.35145,1.02006,0.816584,577.941,582.486
59,2.84718,18.06,8.73821,0.998806,0.757903,657.645,667.218
58,3.26984,20.0281,8.70528,0.900729,0.723886,568.082,659.702
70,3.00766,19.0906,8.19613,0.9774,0.697295,476.584,550.588
73,3.05754,19.2031,8.29698,1.06674,0.676413,535.849,571.164
64,2.82633,20.3191,8.3819,0.96587,0.689048,495.499,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,477.461,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,396.207,417.871
52,3.01681,20.9203,7.93836,1.08199,0.688087,476.68,500.257
68,2.83718,19.955,8.44824,1.05549,0.802335,549.371,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,499.641,566.242
