id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
94,3.2711,19.7464,8.23609,0.901675,0.977636,268.369,558.679
137,2.96087,19.9306,9.47696,1.00416,1,188.526,851.152
60,2.49347,19.2208,8.09506,1.0257,0.677264,514.048,530.469
143,3.80001,19.955,8.44824,1.05549,0.802335,348.816,602.975
134,2.83718,19.4044,8.44824,1.05549,0.663695,602.166,602.975
130,2.25868,23.7774,5.82061,0.905725,0.682185,184.177,197.199
5,2.92007,16.2256,6.06556,0.599509,1,207.852,223.158
133,3.2858,19.8351,8.27308,0.905725,0.682185,32.1893,566.242
77,3.428,18.6228,8.6787,1.04825,0.581381,618.74,653.678
72,3.26984,20.0281,12.7777,0.984656,0.723886,1750.42,2086.2
118,3.99118,21.1988,7.40058,1.04825,1,322.714,405.319
18,3.2858,15.419,8.27308,0.905725,0.682185,518.499,566.242
119,2.92007,16.2256,7.66888,0.973522,0.779999,398.401,451.02
52,2.77076,20.0789,8.35145,1.02006,1,14.3118,582.486
90,2.89106,18.6228,8.6787,1.04825,0.581381,626.153,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,309.954,401.208
75,2.84718,18.06,8.87625,1.13466,0.757903,572.593,699.34
105,2.84718,18.06,8.87625,1.0336,0.757903,674.88,699.34
136,2.96087,19.6981,8.68262,1.00416,1,428.429,654.564
92,3.00766,13.0925,8.19613,0.606234,0.697295,431.482,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,580.285,588.881
51,1.52852,20.3191,8.3819,0.836918,0.689048,561.219,588.881
0,3.17255,13.0397,9.15695,1.08199,0.820234,646.89,767.807
132,3.53721,20.3191,8.3819,0.96587,0.689048,453.383,588.881
128,3.99118,21.1988,7.40058,1.04825,1,344.207,405.319
50,2.79083,18.6228,8.20902,1.04825,1,482.479,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,741.903,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,543.945,602.975
109,3.26984,20.0281,12.7777,0.984656,0.723886,1659.13,2086.2
57,3.01681,20.9203,9.15695,1.08199,0.896447,662.972,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,595.922,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,443.501,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,427.813,566.242
120,2.35494,18.8015,12.3545,1.02006,0.571514,1883.29,1885.7
138,3.00766,19.0906,8.19613,0.9774,0.697295,493.708,550.588
65,2.35494,20.0789,12.3545,1.02006,0.571514,823.189,1885.7
112,2.92007,16.2256,7.66888,0.973522,0.779999,422.932,451.02
115,2.83718,19.4044,8.44824,1.05549,0.663695,521.627,602.975
61,2.79083,18.6228,8.20902,1.04825,0.772264,502.874,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,521.928,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,604.641,667.218
135,2.92007,16.2256,10.6061,0.973522,0.779999,1158.24,1193.06
70,3.00766,19.0906,8.19613,0.9774,0.697295,471.372,550.588
44,4.36092,13.0397,9.15695,1.08199,0.820234,668.901,767.807
64,2.82633,20.3191,8.3819,0.96587,0.689048,516.744,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,482.502,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,364.579,417.871
131,2.96087,17.3054,9.45213,1.30448,0.954569,345.271,844.48
68,2.83718,19.955,8.44824,1.05549,0.802335,17.4326,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,360.335,566.242
