id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
134,1.92842,13.1891,5.74223,0.717414,0.45111,170.255,189.34
130,1.58714,16.708,4.09006,0.63644,0.479361,59.7265,68.4207
5,2.92007,16.2256,6.06556,0.599509,1,210.677,223.158
133,3.02354,18.252,7.61277,0.833435,0.627737,263.556,441.192
77,2.84997,15.4826,7.21531,0.871495,0.483349,27.7706,375.634
72,3.26984,20.0281,12.7777,0.984656,0.723886,2035.49,2086.2
94,4.54647,30.6297,6.03299,0.905748,0.801977,174.786,219.583
18,3.2858,15.419,8.27308,0.905725,0.682185,563.201,566.242
119,2.92007,16.2256,7.66888,0.973522,0.779999,358.537,451.02
52,2.77076,20.0789,8.35145,1.02006,1,540.797,582.486
90,2.89106,18.6228,8.6787,1.04825,0.581381,591.659,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,314.112,401.208
75,2.84718,18.06,8.87625,1.13466,0.757903,634.855,699.34
105,2.84718,18.06,8.87625,1.0336,0.757903,664.874,699.34
60,3.05752,19.2208,8.09506,0.912372,0.677264,45.0277,530.469
92,3.00766,13.0925,8.19613,0.606234,0.697295,223.595,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,484.953,588.881
51,1.52852,20.3191,8.3819,0.836918,0.689048,541.059,588.881
0,3.17255,13.0397,9.15695,1.08199,0.820234,10.0405,767.807
132,3.53721,20.3191,8.3819,0.96587,0.689048,479.2,588.881
128,3.99118,21.1988,7.40058,1.04825,1,333.17,405.319
50,2.79083,18.6228,8.20902,1.04825,1,492.9,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,841.6,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,362.771,602.975
109,3.26984,20.0281,12.7777,0.984656,0.723886,2073.39,2086.2
57,3.01681,20.9203,9.15695,1.08199,0.896447,649.918,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,598.596,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,588.994,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,540.786,566.242
120,2.35494,18.8015,12.3545,1.02006,0.571514,1263.55,1885.7
39,2.83718,19.955,8.44824,0.567396,0.802335,470.827,602.975
65,2.35494,20.0789,12.3545,1.02006,0.571514,1546.18,1885.7
112,2.92007,16.2256,7.66888,0.973522,0.779999,444.274,451.02
115,2.83718,19.4044,8.44824,1.05549,0.663695,553.972,602.975
61,2.79083,18.6228,8.20902,1.04825,0.772264,454.642,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,682.449,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,616.341,667.218
118,2.89106,18.6228,8.6787,1.04825,0.581381,553.332,653.678
70,3.00766,19.0906,8.19613,0.9774,0.697295,468.245,550.588
44,4.36092,13.0397,9.15695,1.08199,0.820234,365.835,767.807
64,2.82633,20.3191,8.3819,0.96587,0.689048,571.758,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,443.754,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,378.829,417.871
131,2.96087,17.3054,9.45213,1.30448,0.954569,689.396,844.48
68,2.83718,19.955,8.44824,1.05549,0.802335,502.407,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,506.563,566.242
