id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
99,2.93393,23.4442,7.90286,0.844392,0.685449,232.836,493.575
44,4.36092,13.0397,9.15695,1.08199,0.820234,597.435,767.807
52,2.77076,20.0789,8.35145,1.02006,1,258.067,582.486
90,2.89106,18.6228,8.6787,1.04825,0.581381,606.989,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,147.501,401.208
75,2.84718,18.06,8.87625,1.13466,0.757903,664.503,699.34
105,2.84718,18.06,8.87625,1.0336,0.757903,621.513,699.34
60,3.05752,19.2208,8.09506,0.912372,0.677264,507.422,530.469
92,3.00766,13.0925,8.19613,0.606234,0.697295,550.002,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,471.669,588.881
51,1.52852,20.3191,8.3819,0.836918,0.689048,526.837,588.881
63,2.83718,19.4044,8.44824,1.05549,0.802335,564.646,602.975
72,2.77076,20.0789,8.35145,1.02006,0.780762,544.715,582.486
39,2.5679,19.2208,8.09506,1.0257,0.677264,196.742,530.469
50,2.79083,18.6228,8.20902,1.04825,1,447.795,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,785.548,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,90.5876,602.975
109,3.26984,20.0281,12.7777,0.984656,0.723886,1815.55,2086.2
57,3.01681,20.9203,9.15695,1.08199,0.896447,674.393,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,648.146,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,638.791,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,549.823,566.242
85,2.51068,19.4044,8.44824,1.05549,0.802335,31.6361,602.975
77,2.90577,19.2208,8.09506,0.59882,0.677264,470.697,530.469
65,2.35494,20.0789,12.3545,1.02006,0.571514,1540.34,1885.7
112,2.92007,16.2256,7.66888,0.973522,0.779999,432.131,451.02
96,2.79083,18.6228,8.20902,1.12496,1,149.318,553.189
61,2.79083,18.6228,8.20902,1.04825,0.772264,387.803,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,758.012,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,583.191,667.218
58,3.26984,20.0281,8.70528,0.900729,0.723886,495.071,659.702
70,3.00766,19.0906,8.19613,0.9774,0.697295,289.415,550.588
73,3.05754,19.2031,8.29698,1.06674,0.676413,116.45,571.164
64,2.82633,20.3191,8.3819,0.96587,0.689048,475.84,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,457.582,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,367.591,417.871
110,4.04497,19.4558,8.44824,1.05549,0.802335,212.913,602.975
68,2.83718,19.955,8.44824,1.05549,0.802335,187.747,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,522.713,566.242
