id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
100,2.32969,15.5456,7.24466,0.875041,0.644658,277.178,380.237
102,3.05096,20.8909,7.37547,0.905748,0.801977,194.729,401.208
101,3.02906,19.0419,8.0197,1.01616,0.765993,178.834,515.792
105,2.72163,17.2636,8.48483,0.988026,0.724481,32.3642,610.843
96,2.25868,17.573,8.27308,0.905725,0.682185,487.446,566.242
92,3.00766,13.0925,8.19613,0.606234,0.697295,516.892,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,514.126,588.881
85,3.2858,19.8351,8.27308,0.905725,0.954416,304.47,566.242
63,2.83718,19.4044,8.44824,1.05549,0.802335,453.864,602.975
72,2.77076,20.0789,8.35145,1.02006,0.780762,577.157,582.486
39,2.5679,19.2208,8.09506,1.0257,0.677264,471.148,530.469
50,2.79083,18.6228,8.20902,1.04825,1,436.63,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,691.611,844.48
71,3.05096,20.8909,4.29042,0.905748,0.801977,58.8324,78.9769
78,2.92007,21.3764,6.4812,0.878214,0.745606,270.648,272.249
57,3.01681,20.9203,9.15695,1.08199,0.896447,752.102,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,591.823,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,583.323,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,501.32,566.242
65,2.79083,18.6228,8.20902,1.04825,0.772264,533.688,553.189
75,3.05754,19.2031,8.29698,1.06674,0.377015,535.541,571.164
55,3.05752,19.2208,8.09506,1.0257,0.677264,494.89,530.469
77,2.92007,21.3764,7.66888,0.973522,0.745606,423.832,451.02
62,3.05096,20.8909,7.37547,0.905748,0.801977,330.407,401.208
61,2.79083,18.6228,8.20902,1.04825,0.772264,494.686,553.189
60,2.77076,20.0789,8.35145,1.02006,0.816584,502.086,582.486
59,2.84718,18.06,8.73821,0.998806,0.757903,527.174,667.218
58,3.26984,20.0281,8.70528,0.900729,0.723886,572.867,659.702
70,3.00766,19.0906,8.19613,0.9774,0.697295,482.415,550.588
73,3.05754,19.2031,8.29698,1.06674,0.676413,480.95,571.164
64,2.82633,20.3191,8.3819,0.96587,0.689048,451.107,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,405.006,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,415.438,417.871
52,3.01681,20.9203,7.93836,1.08199,0.688087,371.271,500.257
68,2.83718,19.955,8.44824,1.05549,0.802335,580.626,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,491.643,566.242
