id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
152,2.80252,17.7885,7.63711,0.839411,0.649736,110.351,445.438
65,1.79222,13.8152,5.81844,0.73724,0.486793,151.149,196.979
137,2.37722,17.8656,5.40897,0.971788,0.61106,156.646,158.25
63,2.54377,22.8195,8.97245,0.92346,0.552534,74.9822,722.326
145,1.63877,19.4044,8.44824,0.67489,0.663695,503.276,602.975
17,2.17835,15.419,8.27308,0.947477,0.682185,534.821,566.242
133,3.17255,13.0397,12.5139,1.08199,0.820234,1547.96,1959.67
143,3.80001,19.955,8.44824,1.05549,0.802335,101.899,602.975
134,2.83718,19.4044,8.44824,1.05549,0.663695,507.395,602.975
130,2.25868,23.7774,5.82061,0.905725,0.682185,25.5759,197.199
147,2.92007,16.2256,7.66888,0.973522,0.873372,210.777,451.02
60,2.49347,19.2208,8.09506,1.0257,0.677264,300.287,530.469
77,3.428,18.6228,8.6787,1.04825,0.581381,543.596,653.678
72,3.26984,20.0281,12.7777,0.984656,0.723886,1944.73,2086.2
118,3.99118,21.1988,7.40058,1.04825,1,386.149,405.319
18,3.2858,15.419,8.27308,0.905725,0.682185,546.932,566.242
119,2.92007,16.2256,7.66888,0.973522,0.779999,395.947,451.02
94,3.2858,19.8351,8.27308,0.905725,0.982028,360.594,566.242
90,2.89106,18.6228,8.6787,1.04825,0.581381,615.177,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,353.67,401.208
75,2.84718,18.06,8.87625,1.13466,0.757903,680.254,699.34
105,2.84718,18.06,8.87625,1.0336,0.757903,523.303,699.34
136,2.96087,19.6981,8.68262,1.00416,1,165.714,654.564
92,3.00766,13.0925,8.19613,0.606234,0.697295,457.559,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,576.378,588.881
51,1.52852,20.3191,8.3819,0.836918,0.689048,523.399,588.881
0,3.17255,13.0397,9.15695,1.08199,0.820234,689.342,767.807
132,3.53721,20.3191,8.3819,0.96587,0.689048,177.699,588.881
128,3.99118,21.1988,7.40058,1.04825,1,390.796,405.319
50,2.79083,18.6228,8.20902,1.04825,1,495.877,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,830.522,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,454.349,602.975
109,3.26984,20.0281,12.7777,0.984656,0.723886,1750.42,2086.2
57,3.01681,20.9203,9.15695,1.08199,0.896447,745.78,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,491.118,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,177.504,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,478.274,566.242
120,2.35494,18.8015,12.3545,1.02006,0.571514,1873.67,1885.7
138,3.00766,19.0906,8.19613,0.9774,0.697295,424.022,550.588
153,2.40603,16.0069,6.07523,0.934122,0.482372,29.1237,224.227
112,2.92007,16.2256,7.66888,0.973522,0.779999,62.9275,451.02
115,2.83718,19.4044,8.44824,1.05549,0.663695,569.821,602.975
61,2.79083,18.6228,8.20902,1.04825,0.772264,207.842,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,653.463,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,659.063,667.218
135,2.92007,16.2256,10.6061,0.973522,0.779999,1083.66,1193.06
70,3.00766,19.0906,8.19613,0.9774,0.697295,498.026,550.588
44,4.36092,13.0397,9.15695,1.08199,0.820234,46.6434,767.807
64,2.82633,20.3191,8.3819,0.96587,0.689048,489.157,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,473.715,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,190.682,417.871
131,2.96087,17.3054,9.45213,1.30448,0.954569,652.397,844.48
5,2.82633,14.6642,8.3819,0.96587,0.728269,557.156,588.881
74,3.2858,19.8351,8.27308,0.905725,0.682185,335.676,566.242
