id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
0,2.29242,14.1418,6.06939,0.892602,0.507788,140.934,223.581
94,4.54647,30.6297,6.03299,0.905748,0.801977,46.4697,219.583
18,3.2858,15.419,8.27308,0.905725,0.682185,486.103,566.242
119,2.92007,16.2256,7.66888,0.973522,0.779999,440.594,451.02
52,2.77076,20.0789,8.35145,1.02006,1,521.52,582.486
90,2.89106,18.6228,8.6787,1.04825,0.581381,552.287,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,388.508,401.208
75,2.84718,18.06,8.87625,1.13466,0.757903,577.411,699.34
105,2.84718,18.06,8.87625,1.0336,0.757903,601.871,699.34
60,3.05752,19.2208,8.09506,0.912372,0.677264,261.239,530.469
92,3.00766,13.0925,8.19613,0.606234,0.697295,443.495,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,568.095,588.881
51,1.52852,20.3191,8.3819,0.836918,0.689048,491.517,588.881
72,1.6326,13.0344,8.5649,0.707168,0.433472,384.362,628.299
132,3.05808,17.5668,7.24656,0.835041,0.595716,344.645,380.536
128,3.99118,21.1988,7.40058,1.04825,1,397.767,405.319
50,2.79083,18.6228,8.20902,1.04825,1,500.641,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,758.297,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,513.379,602.975
109,3.26984,20.0281,12.7777,0.984656,0.723886,1753.09,2086.2
57,3.01681,20.9203,9.15695,1.08199,0.896447,676.637,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,515.537,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,605.652,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,498.458,566.242
120,2.35494,18.8015,12.3545,1.02006,0.571514,1481.92,1885.7
77,2.90577,19.2208,8.09506,0.59882,0.677264,39.3606,530.469
65,2.35494,20.0789,12.3545,1.02006,0.571514,1708.44,1885.7
112,2.92007,16.2256,7.66888,0.973522,0.779999,433.725,451.02
115,2.83718,19.4044,8.44824,1.05549,0.663695,572.571,602.975
61,2.79083,18.6228,8.20902,1.04825,0.772264,546.043,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,689.846,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,571.491,667.218
118,2.89106,18.6228,8.6787,1.04825,0.581381,374.638,653.678
70,3.00766,19.0906,8.19613,0.9774,0.697295,543.738,550.588
44,4.36092,13.0397,9.15695,1.08199,0.820234,673.201,767.807
64,2.82633,20.3191,8.3819,0.96587,0.689048,560.343,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,226.524,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,357.28,417.871
131,2.96087,17.3054,9.45213,1.30448,0.954569,789.536,844.48
68,2.83718,19.955,8.44824,1.05549,0.802335,599.736,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,457.496,566.242
