id,speed,senseRadius,size,offspringCount,offspringQuality,energy,maxEnergy
51,1.07462,14.2853,5.89288,0.588393,0.484434,187.612,204.636
109,2.4422,14.9587,9.54348,0.735426,0.540661,763.539,869.2
101,2.32346,21.8241,6.30498,0.810626,0.514015,146.654,250.641
60,2.56148,16.1025,6.78175,0.764353,0.567388,112.941,311.907
71,2.6252,17.573,8.27308,0.905725,0.857597,304.758,566.242
52,2.77076,20.0789,8.35145,1.02006,1,482.966,582.486
100,2.79083,18.6228,8.6787,1.04825,0.772264,211.551,653.678
102,3.05096,20.8909,7.37547,0.905748,0.801977,366.594,401.208
107,2.57394,16.3376,7.01421,0.836454,0.596741,134.189,345.093
105,2.84718,18.06,8.87625,1.0336,0.757903,537.757,699.34
96,2.25868,17.573,8.27308,0.905725,0.682185,510.208,566.242
92,3.00766,13.0925,8.19613,0.606234,0.697295,522.313,550.588
89,1.52852,20.3191,8.3819,0.96587,0.689048,564.188,588.881
85,3.2858,19.8351,8.27308,0.905725,0.954416,73.5962,566.242
63,2.83718,19.4044,8.44824,1.05549,0.802335,460.333,602.975
72,2.77076,20.0789,8.35145,1.02006,0.780762,471.368,582.486
39,2.5679,19.2208,8.09506,1.0257,0.677264,529.754,530.469
50,2.79083,18.6228,8.20902,1.04825,1,451.218,553.189
79,2.96087,17.3054,9.45213,1.00416,0.782491,814.128,844.48
111,2.83718,19.4044,8.44824,1.05549,0.663695,484.826,602.975
78,2.92007,21.3764,6.4812,0.878214,0.745606,150.533,272.249
57,3.01681,20.9203,9.15695,1.08199,0.896447,635.845,767.807
56,3.24405,18.06,8.73821,0.933646,0.757903,508.586,667.218
66,3.26984,20.0281,8.70528,0.900729,0.723886,601.93,659.702
53,2.25868,17.573,8.27308,0.905725,0.682185,493.036,566.242
65,2.79083,18.6228,8.20902,1.04825,0.772264,310.246,553.189
75,3.05754,19.2031,8.29698,1.06674,0.377015,196.401,571.164
55,3.05752,19.2208,8.09506,1.0257,0.677264,428.773,530.469
77,2.92007,21.3764,7.66888,0.973522,0.745606,236.633,451.02
62,3.05096,20.8909,7.37547,0.905748,0.801977,258.483,401.208
61,2.79083,18.6228,8.20902,1.04825,0.772264,407.155,553.189
108,3.01681,10.7746,9.15695,0.787224,0.896447,705.638,767.807
59,2.84718,18.06,8.73821,0.998806,0.757903,608.895,667.218
58,3.26984,20.0281,8.70528,0.900729,0.723886,547.88,659.702
70,3.00766,19.0906,8.19613,0.9774,0.697295,515.596,550.588
73,3.05754,19.2031,8.29698,1.06674,0.676413,178.751,571.164
64,2.82633,20.3191,8.3819,0.96587,0.689048,493.597,588.881
69,3.05752,19.2208,8.09506,1.0257,0.677264,188.794,530.469
67,2.96087,19.6981,7.4762,1.00416,0.782491,360.987,417.871
110,4.04497,19.4558,8.44824,1.05549,0.802335,559.726,602.975
68,2.83718,19.955,8.44824,1.05549,0.802335,564.108,602.975
74,3.2858,19.8351,8.27308,0.905725,0.682185,500.872,566.242
